"id","year","season","scheme","state_name","state_code","district_name","district_code","farmer_count","loanee","non_loanee","area_insured","sum_insured","farmer_share","goi_share","state_share","male","female","transgender","sc","st","obc","gen","marginal","small","other","iu_count","gross_premium"
448,"2018","Kharif","PMFBY","Odisha","21","Puri","369.0",97454.0,93564.0,14693.0,41.52,24913.76,498.27,1345.34,1345.34,87.96,12.0,0.04,7.37,0.2,53.4,39.03,5.17,90.8,4.03,273.0,3188.95
449,"2018","Kharif","PMFBY","Odisha","21","Rayagada","370.0",25158.0,26290.0,500.0,19.91,11164.7,229.82,80.58,80.58,86.29,13.71,0.0,12.44,51.79,18.66,17.11,14.37,81.86,3.77,195.0,390.98
450,"2018","Kharif","PMFBY","Odisha","21","Sambalpur","371.0",49670.0,49753.0,9201.0,71.44,45535.0,910.71,4324.28,4324.28,85.75,14.17,0.08,9.85,22.51,51.36,16.28,15.0,66.8,18.2,150.0,9559.27
451,"2018","Kharif","PMFBY","Odisha","21","Subarnapur","nan",29663.0,28161.0,13138.0,37.52,26267.84,525.28,997.6,997.6,88.09,11.88,0.03,12.63,5.06,62.66,19.65,17.56,74.02,8.42,114.0,2520.48
452,"2018","Kharif","PMFBY","Odisha","21","Sundargarh","373.0",59583.0,59206.0,8067.0,62.12,32604.16,652.07,2460.68,2460.68,82.81,17.15,0.04,7.25,51.21,29.8,11.74,14.16,82.07,3.77,292.0,5573.43
453,"2018","Kharif","PMFBY","Puducherry","34","Puducherry","nan",1.0,2.0,0.0,0.0,1.0,0.02,0.04,0.04,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,1.0,0.1
454,"2018","Kharif","PMFBY","Rajasthan","8","Ajmer","86.0",53767.0,110117.0,30.0,99.21,42750.89,1081.29,3576.45,3576.45,86.9,13.01,0.09,11.47,3.81,71.13,13.59,12.45,61.02,26.53,504.0,8234.19
455,"2018","Kharif","PMFBY","Rajasthan","8","Alwar","87.0",89316.0,151662.0,12.0,104.93,39387.55,1030.17,391.47,391.47,91.25,8.65,0.1,5.05,8.43,65.62,20.9,27.45,63.26,9.29,534.0,1813.11
456,"2018","Kharif","PMFBY","Rajasthan","8","Banswara","88.0",33870.0,45917.0,25.0,36.46,21176.33,512.35,577.71,577.71,94.39,5.58,0.03,3.42,70.92,15.71,9.95,24.12,44.95,30.93,330.0,1667.77
457,"2018","Kharif","PMFBY","Rajasthan","8","Baran","89.0",36283.0,47017.0,6.0,78.9,31203.72,624.07,1946.74,1946.74,87.81,11.99,0.2,8.81,21.68,53.62,15.89,22.82,49.54,27.64,244.0,4517.55
458,"2018","Kharif","PMFBY","Rajasthan","8","Barmer","90.0",169741.0,482733.0,189.0,665.22,126057.48,2521.15,21809.7,21809.7,89.05,10.49,0.46,9.37,2.83,68.68,19.12,17.57,26.22,56.21,439.0,46140.55
459,"2018","Kharif","PMFBY","Rajasthan","8","Bharatpur","91.0",37926.0,67417.0,1.0,54.11,23977.4,483.91,473.95,473.95,92.32,7.62,0.06,6.8,3.03,51.04,39.13,26.69,53.83,19.48,506.0,1431.81
460,"2018","Kharif","PMFBY","Rajasthan","8","Bhilwara","92.0",87654.0,151508.0,393.0,96.33,40501.68,1092.35,2100.29,2100.29,88.06,11.83,0.11,11.19,5.85,64.18,18.78,21.33,56.18,22.49,481.0,5292.93
461,"2018","Kharif","PMFBY","Rajasthan","8","Bikaner","93.0",73139.0,143823.0,169.0,322.55,102218.53,2044.37,4772.31,4772.31,84.7,14.93,0.37,10.31,0.52,65.16,24.01,5.15,31.79,63.06,351.0,11588.99
462,"2018","Kharif","PMFBY","Rajasthan","8","Bundi","94.0",43386.0,61332.0,28.0,78.28,30586.37,611.73,1416.11,1416.11,88.72,11.17,0.11,10.22,27.96,46.21,15.61,26.24,53.99,19.77,269.0,3443.95
463,"2018","Kharif","PMFBY","Rajasthan","8","Chittaurgarh","nan",68318.0,153800.0,96.0,107.59,52285.96,1171.96,1568.98,1568.98,89.16,10.75,0.09,8.67,5.52,64.38,21.43,22.17,51.98,25.85,324.0,4309.92
464,"2018","Kharif","PMFBY","Rajasthan","8","Churu","96.0",78180.0,273407.0,29.0,316.39,73556.65,1471.97,6514.62,6514.62,88.56,11.22,0.22,8.31,0.8,57.19,33.7,11.32,41.42,47.26,271.0,14501.21
465,"2018","Kharif","PMFBY","Rajasthan","8","Dausa","97.0",36005.0,49993.0,2.0,42.21,13654.92,273.1,253.86,253.86,89.64,10.3,0.06,7.86,46.22,29.47,16.45,27.4,54.56,18.04,265.0,780.82
466,"2018","Kharif","PMFBY","Rajasthan","8","Dhaulpur","nan",7238.0,8530.0,0.0,10.77,4844.1,96.88,142.14,142.14,89.94,9.98,0.08,10.35,6.38,38.15,45.12,33.32,48.75,17.93,209.0,381.16
467,"2018","Kharif","PMFBY","Rajasthan","8","Dungarpur","99.0",21297.0,25494.0,1715.0,20.41,8308.94,166.18,248.91,248.91,92.37,7.58,0.05,2.2,50.81,28.98,18.01,32.68,54.75,12.57,261.0,664.0
468,"2018","Kharif","PMFBY","Rajasthan","8","Hanumangarh","101.0",103634.0,185365.0,1286.0,283.63,139035.36,3909.38,7252.3,7252.3,88.66,11.05,0.29,8.47,0.59,78.69,12.25,12.41,53.13,34.46,311.0,18413.98
469,"2018","Kharif","PMFBY","Rajasthan","8","Jaipur","102.0",149621.0,284929.0,72.0,199.17,67276.78,1345.54,2614.53,2614.53,88.99,10.92,0.09,5.11,9.56,65.22,20.11,32.26,45.9,21.84,617.0,6574.6
470,"2018","Kharif","PMFBY","Rajasthan","8","Jaisalmer","103.0",49182.0,87881.0,43.0,223.34,60212.46,1204.25,12773.67,12773.67,81.67,17.95,0.38,8.84,2.45,40.19,48.52,2.49,21.92,75.59,256.0,26751.59
471,"2018","Kharif","PMFBY","Rajasthan","8","Jalor","nan",85148.0,244033.0,23.0,270.66,61142.09,1222.84,7964.1,7964.1,92.01,7.71,0.28,11.51,3.69,51.8,33.0,11.84,31.38,56.78,292.0,17151.04
472,"2018","Kharif","PMFBY","Rajasthan","8","Jhalawar","105.0",68052.0,100209.0,6.0,104.25,43348.74,866.97,2298.35,2298.35,85.69,14.19,0.12,6.86,8.51,69.36,15.27,22.98,57.88,19.14,338.0,5463.67
473,"2018","Kharif","PMFBY","Rajasthan","8","Jhunjhunu","106.0",91159.0,185486.0,2.0,118.1,46885.59,944.78,2352.64,2352.64,87.26,12.67,0.07,7.29,1.28,72.74,18.69,24.08,58.58,17.34,303.0,5650.06
474,"2018","Kharif","PMFBY","Rajasthan","8","Jodhpur","107.0",114497.0,340824.0,342.0,376.53,100152.58,2328.6,8489.79,8489.79,90.33,9.4,0.27,7.59,0.9,65.45,26.06,15.75,35.77,48.48,403.0,19308.18
475,"2018","Kharif","PMFBY","Rajasthan","8","Karauli","108.0",14067.0,19863.0,0.0,19.87,7182.18,143.64,101.37,101.37,90.14,9.82,0.04,10.0,42.11,32.91,14.98,27.49,55.44,17.07,255.0,346.38
476,"2018","Kharif","PMFBY","Rajasthan","8","Kota","109.0",42921.0,66637.0,513.0,93.88,32279.21,645.58,739.96,739.96,89.85,10.03,0.12,10.86,23.43,51.41,14.3,22.83,40.61,36.56,209.0,2125.5
477,"2018","Kharif","PMFBY","Rajasthan","8","Nagaur","110.0",87667.0,176060.0,26.0,249.88,75256.63,1927.29,5298.26,5298.26,89.21,10.58,0.21,8.91,1.13,70.05,19.91,11.98,40.89,47.13,484.0,12523.81
478,"2018","Kharif","PMFBY","Rajasthan","8","Pali","111.0",83561.0,209292.0,483.0,183.69,33463.09,723.96,3880.1,3880.1,88.29,11.47,0.24,10.85,3.4,61.15,24.6,19.02,42.63,38.35,387.0,8484.16
479,"2018","Kharif","PMFBY","Rajasthan","8","Pratapgarh","629.0",24782.0,35673.0,1.0,37.95,19549.11,390.98,391.91,391.91,89.28,10.63,0.09,6.92,36.91,38.98,17.19,20.55,48.73,30.72,166.0,1174.8
480,"2018","Kharif","PMFBY","Rajasthan","8","Rajsamand","112.0",13029.0,16519.0,2.0,15.89,6863.37,172.28,388.78,388.78,93.46,6.43,0.11,8.9,4.01,60.23,26.86,20.54,33.3,46.16,245.0,949.84
481,"2018","Kharif","PMFBY","Rajasthan","8","Sawai Madhopur","113.0",28142.0,47359.0,1.0,43.49,16417.47,328.35,267.82,267.82,89.49,10.41,0.1,10.94,39.35,37.26,12.45,21.22,53.45,25.33,268.0,863.99
482,"2018","Kharif","PMFBY","Rajasthan","8","Sikar","114.0",74509.0,176300.0,15.0,132.56,44696.61,893.93,1345.65,1345.65,88.53,11.37,0.1,3.85,2.34,74.09,19.72,19.85,63.07,17.08,351.0,3585.23
483,"2018","Kharif","PMFBY","Rajasthan","8","Sirohi","115.0",23948.0,37164.0,23.0,42.02,12038.68,241.22,628.75,628.75,88.05,11.9,0.05,17.9,10.04,36.17,35.89,20.43,53.4,26.17,165.0,1498.72
484,"2018","Kharif","PMFBY","Rajasthan","8","Sri Ganganagar","nan",78923.0,132607.0,83.0,179.11,94822.86,2823.13,1049.85,1049.85,84.4,15.44,0.16,12.59,0.57,71.6,15.24,16.35,52.45,31.2,445.0,4922.83
485,"2018","Kharif","PMFBY","Rajasthan","8","Tonk","116.0",59464.0,111687.0,1.0,125.66,36755.24,735.1,1567.73,1567.73,90.92,8.99,0.09,11.4,14.47,60.11,14.02,16.42,55.75,27.83,325.0,3870.56
486,"2018","Kharif","PMFBY","Rajasthan","8","Udaipur","117.0",25333.0,33408.0,4.0,37.12,15035.49,300.71,649.46,649.46,92.76,7.2,0.04,4.45,25.49,39.74,30.32,22.16,49.59,28.25,482.0,1599.63
487,"2018","Kharif","WBCIS","Rajasthan","8","Ajmer","86.0",37.0,38.0,0.0,0.02,40.72,2.04,3.05,3.05,92.11,7.89,0.0,5.26,2.63,78.95,13.16,2.63,5.26,92.11,1.0,8.14
488,"2018","Kharif","WBCIS","Rajasthan","8","Alwar","87.0",20475.0,21296.0,1.0,10.07,16114.15,805.71,1208.56,1208.56,91.78,8.13,0.09,6.07,7.28,72.15,14.5,30.15,52.57,17.28,1.0,3222.83
489,"2018","Kharif","WBCIS","Rajasthan","8","Baran","89.0",2.0,2.0,0.0,0.0,1.89,0.09,0.14,0.14,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,1.0,0.38
490,"2018","Kharif","WBCIS","Rajasthan","8","Barmer","90.0",389.0,422.0,0.0,1.04,461.27,23.06,37.1,37.1,93.36,6.4,0.24,7.35,2.84,65.17,24.64,1.9,4.74,93.36,1.0,97.26
491,"2018","Kharif","WBCIS","Rajasthan","8","Bundi","94.0",11.0,12.0,0.0,0.03,28.05,1.4,2.66,2.66,100.0,0.0,0.0,0.0,58.33,33.33,8.34,8.33,16.67,75.0,1.0,6.72
492,"2018","Kharif","WBCIS","Rajasthan","8","Hanumangarh","101.0",5.0,6.0,0.0,0.02,13.3,0.66,1.66,1.66,83.33,16.67,0.0,0.0,0.0,66.67,33.33,0.0,0.0,100.0,1.0,3.99
493,"2018","Kharif","WBCIS","Rajasthan","8","Jaipur","102.0",5678.0,5840.0,2.0,2.35,2663.03,133.15,266.3,266.3,85.33,14.58,0.09,3.66,8.06,72.39,15.89,37.71,50.5,11.79,1.0,665.75
494,"2018","Kharif","WBCIS","Rajasthan","8","Jaisalmer","103.0",19.0,20.0,0.0,0.04,13.39,0.67,1.0,1.0,100.0,0.0,0.0,5.0,0.0,65.0,30.0,0.0,0.0,100.0,1.0,2.67
495,"2018","Kharif","WBCIS","Rajasthan","8","Jalor","nan",5214.0,5617.0,0.0,7.42,3265.63,163.28,244.92,244.92,91.83,7.96,0.21,10.68,3.54,47.27,38.51,7.07,11.2,81.73,1.0,653.12
496,"2018","Kharif","WBCIS","Rajasthan","8","Jhalawar","105.0",147.0,160.0,0.0,0.1,121.2,6.06,7.89,7.89,93.13,6.88,-0.01,3.13,8.13,64.38,24.36,28.75,42.5,28.75,1.0,21.84
497,"2018","Kharif","WBCIS","Rajasthan","8","Jodhpur","107.0",882.0,962.0,0.0,1.39,514.01,25.7,38.55,38.55,95.22,4.78,0.0,10.91,3.85,61.95,23.29,0.0,1.87,98.13,1.0,102.8
498,"2018","Kharif","WBCIS","Rajasthan","8","Pali","111.0",24.0,29.0,0.0,0.03,15.23,0.76,1.14,1.14,93.1,6.9,0.0,0.0,3.45,13.79,82.76,6.9,6.9,86.2,1.0,3.04
499,"2018","Kharif","WBCIS","Rajasthan","8","Sawai Madhopur","113.0",245.0,252.0,0.0,0.16,156.17,7.81,19.49,19.49,88.1,11.51,0.39,12.3,19.84,62.7,5.16,27.38,51.19,21.43,1.0,46.79
500,"2018","Kharif","WBCIS","Rajasthan","8","Sirohi","115.0",1703.0,1744.0,0.0,1.55,697.76,34.89,52.33,52.33,91.06,8.94,0.0,21.27,5.45,35.21,38.07,17.03,29.07,53.9,1.0,139.55
501,"2018","Kharif","WBCIS","Rajasthan","8","Sri Ganganagar","nan",73.0,79.0,0.0,0.13,84.2,4.21,10.53,10.53,84.81,15.19,0.0,5.06,0.0,74.68,20.26,12.66,39.24,48.1,1.0,25.27
502,"2018","Kharif","WBCIS","Rajasthan","8","Tonk","116.0",199.0,203.0,0.0,0.1,83.0,4.15,10.38,10.38,91.13,8.87,0.0,18.72,12.32,52.71,16.25,27.09,27.59,45.32,1.0,24.91
503,"2018","Kharif","PMFBY","Sikkim","11","East District","nan",89.0,91.0,19.0,0.05,51.08,1.18,0.0,0.0,78.18,21.82,0.0,5.45,20.91,50.0,23.64,70.91,29.09,0.0,11.0,1.18
504,"2018","Kharif","PMFBY","Sikkim","11","North District","nan",10.0,10.0,0.0,0.0,0.96,0.02,0.0,0.0,90.0,10.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,2.0,0.02
505,"2018","Kharif","PMFBY","Sikkim","11","South District","nan",94.0,86.0,12.0,0.05,59.88,1.32,0.0,0.0,88.78,11.22,0.0,2.04,33.67,52.04,12.25,40.82,45.92,13.26,26.0,1.32
506,"2018","Kharif","PMFBY","Sikkim","11","West District","nan",23.0,23.0,0.0,0.02,20.6,0.62,0.0,0.0,100.0,0.0,0.0,4.35,4.35,91.3,0.0,73.91,26.09,0.0,2.0,0.62
507,"2018","Kharif","PMFBY","Tamil Nadu","33","Ariyalur","610.0",1472.0,1273.0,729.0,1.71,1163.21,27.75,47.38,47.38,85.36,14.64,0.0,1.1,0.1,45.65,53.15,33.97,48.2,17.83,152.0,122.51
508,"2018","Kharif","PMFBY","Tamil Nadu","33","Coimbatore","569.0",1989.0,885.0,1261.0,1.65,1405.48,49.94,4.21,4.21,80.89,18.97,0.14,0.33,0.19,36.63,62.85,21.62,65.75,12.63,163.0,58.36
509,"2018","Kharif","PMFBY","Tamil Nadu","33","Cuddalore","570.0",10793.0,9416.0,5802.0,12.45,7599.39,163.2,69.1,69.1,71.38,28.61,0.01,12.3,0.09,22.95,64.66,26.94,60.98,12.08,597.0,301.4
510,"2018","Kharif","PMFBY","Tamil Nadu","33","Dharmapuri","571.0",6190.0,3928.0,3724.0,3.67,3630.02,161.36,214.9,214.9,85.53,14.41,0.06,2.3,2.64,63.51,31.55,9.12,86.72,4.16,398.0,591.16
511,"2018","Kharif","PMFBY","Tamil Nadu","33","Dindigul","572.0",929.0,947.0,140.0,2.01,1195.8,34.58,94.71,94.71,86.38,13.25,0.37,1.2,0.09,48.67,50.04,12.51,41.12,46.37,208.0,224.0
512,"2018","Kharif","PMFBY","Tamil Nadu","33","Erode","573.0",4395.0,4566.0,402.0,5.36,7122.88,322.26,237.12,237.12,85.95,13.81,0.24,1.83,0.08,35.65,62.44,37.3,42.09,20.61,334.0,796.5
513,"2018","Kharif","PMFBY","Tamil Nadu","33","Kancheepuram","nan",3744.0,3332.0,1052.0,3.7,2421.2,48.42,40.04,40.04,84.97,14.85,0.18,5.52,0.05,24.93,69.5,8.49,80.45,11.06,454.0,128.5
514,"2018","Kharif","PMFBY","Tamil Nadu","33","Kanniyakumari","575.0",962.0,324.0,1290.0,0.42,449.47,17.23,3.52,3.52,74.47,25.53,0.0,3.22,0.0,42.13,54.65,4.65,93.37,1.98,90.0,24.27
515,"2018","Kharif","PMFBY","Tamil Nadu","33","Karur","576.0",1241.0,1212.0,75.0,0.9,934.64,41.52,9.96,9.96,80.96,19.04,0.0,10.57,0.16,22.46,66.81,9.17,82.98,7.85,101.0,61.44
516,"2018","Kharif","PMFBY","Tamil Nadu","33","Krishnagiri","577.0",1791.0,405.0,1963.0,0.98,504.4,12.21,16.93,16.93,83.07,16.72,0.21,2.41,0.08,56.55,40.96,4.98,84.21,10.81,281.0,46.07
517,"2018","Kharif","PMFBY","Tamil Nadu","33","Madurai","578.0",905.0,844.0,109.0,0.86,715.77,25.24,15.49,15.49,79.22,20.67,0.11,5.67,0.1,62.54,31.69,17.94,62.75,19.31,179.0,56.22
518,"2018","Kharif","PMFBY","Tamil Nadu","33","Nagapattinam","579.0",3021.0,3378.0,221.0,5.23,3810.4,76.21,21.15,21.15,70.6,29.01,0.39,7.31,0.25,46.62,45.82,11.11,68.55,20.34,284.0,118.51
519,"2018","Kharif","PMFBY","Tamil Nadu","33","Namakkal","580.0",14776.0,1422.0,38492.0,20.58,10255.86,224.37,401.64,401.64,86.16,13.82,0.02,1.14,0.49,68.94,29.43,33.87,59.84,6.29,390.0,1027.65
520,"2018","Kharif","PMFBY","Tamil Nadu","33","Perambalur","581.0",2002.0,1940.0,186.0,2.23,1549.17,62.65,90.52,90.52,81.28,18.63,0.09,5.83,0.47,30.2,63.5,9.31,74.98,15.71,128.0,243.69
521,"2018","Kharif","PMFBY","Tamil Nadu","33","Pudukkottai","582.0",2251.0,2294.0,361.0,2.22,1391.87,30.71,17.19,17.19,77.33,22.6,0.07,3.92,0.0,32.32,63.76,6.97,82.15,10.88,192.0,65.09
522,"2018","Kharif","PMFBY","Tamil Nadu","33","Salem","584.0",6450.0,2727.0,5604.0,4.89,4344.78,152.18,4.11,4.11,86.71,13.11,0.18,3.44,3.53,39.27,53.76,14.92,79.64,5.44,389.0,160.4
523,"2018","Kharif","PMFBY","Tamil Nadu","33","Sivaganga","585.0",87.0,88.0,17.0,0.08,78.24,1.56,0.0,0.0,63.81,36.19,0.0,4.76,0.0,48.57,46.67,18.1,68.57,13.33,22.0,1.56
524,"2018","Kharif","PMFBY","Tamil Nadu","33","Thanjavur","586.0",9644.0,5841.0,5208.0,9.14,6699.73,124.76,0.0,0.0,74.37,25.53,0.1,2.98,0.12,53.56,43.34,9.54,80.52,9.94,649.0,124.76
525,"2018","Kharif","PMFBY","Tamil Nadu","33","The Nilgiris","587.0",596.0,328.0,338.0,0.3,673.92,15.97,0.0,0.0,82.88,17.12,0.0,11.86,0.45,20.27,67.42,37.54,61.56,0.9,34.0,15.97
526,"2018","Kharif","PMFBY","Tamil Nadu","33","Theni","588.0",1279.0,989.0,393.0,1.69,1578.48,66.5,6.28,6.28,80.54,19.25,0.21,4.49,0.0,47.11,48.4,15.99,62.16,21.85,99.0,79.06
527,"2018","Kharif","PMFBY","Tamil Nadu","33","Thiruvallur","589.0",3362.0,3460.0,490.0,4.95,3260.72,65.21,27.72,27.72,83.01,16.94,0.05,3.37,0.13,24.84,71.66,9.29,76.46,14.25,445.0,120.65
528,"2018","Kharif","PMFBY","Tamil Nadu","33","Thiruvarur","590.0",4141.0,4419.0,214.0,8.11,5903.73,118.09,67.99,67.99,72.42,27.5,0.08,3.52,0.06,49.36,47.06,10.6,64.58,24.82,398.0,254.07
529,"2018","Kharif","PMFBY","Tamil Nadu","33","Thoothukkudi","nan",764.0,2437.0,388.0,1.09,1426.45,18.92,0.09,0.09,80.88,18.94,0.18,21.45,0.0,73.98,4.57,14.55,67.93,17.52,128.0,19.11
530,"2018","Kharif","PMFBY","Tamil Nadu","33","Tiruchirappalli","591.0",3040.0,3143.0,53.0,2.7,2324.28,89.39,45.42,45.42,83.51,16.46,0.03,10.45,10.45,12.02,67.08,23.22,65.24,11.54,235.0,180.23
531,"2018","Kharif","PMFBY","Tamil Nadu","33","Tirunelveli","592.0",2008.0,2063.0,602.0,2.36,2638.04,53.67,8.52,8.52,87.05,12.83,0.12,11.71,0.04,39.66,48.59,13.73,69.38,16.89,276.0,70.71
532,"2018","Kharif","PMFBY","Tamil Nadu","33","Tiruppur","634.0",1636.0,1362.0,736.0,2.92,2202.07,58.92,5.08,5.08,85.37,14.59,0.04,0.48,0.05,29.27,70.2,19.45,34.6,45.95,245.0,69.08
533,"2018","Kharif","PMFBY","Tamil Nadu","33","Tiruvannamalai","593.0",23870.0,19035.0,17028.0,21.31,12852.85,258.08,274.06,274.06,88.41,11.54,0.05,5.93,0.34,40.36,53.37,2.9,89.35,7.75,960.0,806.2
534,"2018","Kharif","PMFBY","Tamil Nadu","33","Vellore","595.0",10211.0,9939.0,981.0,7.32,4692.51,96.8,33.09,33.09,87.28,12.54,0.18,6.87,0.47,20.71,71.95,9.97,83.91,6.12,534.0,162.98
535,"2018","Kharif","PMFBY","Tamil Nadu","33","Viluppuram","nan",22584.0,4209.0,43606.0,21.09,9388.15,212.47,311.6,311.6,84.2,15.79,0.01,7.72,0.09,50.54,41.65,2.34,93.74,3.92,959.0,835.67
536,"2018","Kharif","PMFBY","Tamil Nadu","33","Virudhunagar","597.0",833.0,407.0,1200.0,1.49,800.22,21.01,26.27,26.27,79.34,20.6,0.06,12.45,0.0,61.54,26.01,6.53,71.13,22.34,194.0,73.55
537,"2018","Kharif","PMFBY","Telangana","36","Adilabad","501.0",6861.0,1497.0,6022.0,8.91,3999.74,79.99,212.27,212.27,74.45,25.52,0.03,5.52,7.51,52.56,34.41,2.46,94.43,3.11,308.0,504.53
538,"2018","Kharif","PMFBY","Telangana","36","Bhadradri","nan",5624.0,5820.0,18.0,6.09,5105.76,102.12,43.64,43.64,63.24,36.74,0.02,7.57,44.62,28.69,19.12,19.72,76.58,3.7,220.0,189.4
539,"2018","Kharif","PMFBY","Telangana","36","Jagtial","nan",25226.0,26704.0,46.0,26.14,22752.53,496.41,271.89,271.89,72.13,27.84,0.03,9.41,1.56,58.73,30.3,13.35,77.97,8.68,302.0,1040.19
540,"2018","Kharif","PMFBY","Telangana","36","Jangaon","nan",6048.0,6187.0,80.0,6.38,5319.81,106.4,96.1,96.1,79.67,20.25,0.08,8.35,11.84,45.19,34.62,8.22,69.65,22.13,183.0,298.6
541,"2018","Kharif","PMFBY","Telangana","36","Jayashankar","nan",7303.0,7185.0,309.0,6.86,5817.99,116.36,58.26,58.26,67.69,32.31,0.0,8.03,14.17,49.49,28.31,12.81,82.75,4.44,280.0,232.88
542,"2018","Kharif","PMFBY","Telangana","36","Jogulamba","nan",12582.0,10913.0,3144.0,17.22,11207.86,224.16,591.47,591.47,76.4,23.58,0.02,8.26,0.92,64.87,25.95,11.21,69.61,19.18,173.0,1407.1
543,"2018","Kharif","PMFBY","Telangana","36","Kamareddy","685.0",29613.0,22826.0,13721.0,32.5,22283.68,445.67,368.7,368.7,69.47,30.46,0.07,8.25,6.44,58.44,26.87,12.94,82.44,4.62,449.0,1183.07
544,"2018","Kharif","PMFBY","Telangana","36","Karimnagar","508.0",21749.0,21943.0,55.0,21.63,18260.49,365.21,232.63,232.63,77.47,22.49,0.04,9.06,0.52,58.11,32.31,13.66,79.25,7.09,221.0,830.47
545,"2018","Kharif","PMFBY","Telangana","36","Khammam","509.0",9653.0,9395.0,518.0,10.7,8622.2,172.44,57.08,57.08,65.36,34.55,0.09,7.03,6.76,44.22,41.99,13.8,75.56,10.64,255.0,286.6
546,"2018","Kharif","PMFBY","Telangana","36","Komaram Bheem","nan",5649.0,5788.0,2.0,5.28,4482.9,89.66,44.63,44.63,71.99,27.93,0.08,17.08,8.86,63.18,10.88,38.07,48.6,13.33,176.0,178.92
547,"2018","Kharif","PMFBY","Telangana","36","Mahabubabad","688.0",5254.0,4780.0,792.0,5.01,4233.1,87.94,44.14,44.14,73.55,26.45,0.0,3.02,34.64,46.43,15.91,13.6,78.89,7.51,212.0,176.22
548,"2018","Kharif","PMFBY","Telangana","36","Mahbubnagar","nan",27990.0,26402.0,3733.0,30.22,23715.53,474.31,496.99,496.99,74.33,25.62,0.05,6.4,7.21,61.98,24.41,10.96,74.04,15.0,198.0,1468.29
549,"2018","Kharif","PMFBY","Telangana","36","Mancherial","684.0",21332.0,21590.0,57.0,21.3,18082.07,361.64,180.1,180.1,69.96,29.96,0.08,17.44,7.23,55.45,19.88,15.01,78.63,6.36,321.0,721.84
550,"2018","Kharif","PMFBY","Telangana","36","Medak","513.0",20017.0,18753.0,1992.0,15.94,13134.88,262.7,187.15,187.15,71.75,28.13,0.12,8.62,9.99,63.49,17.9,8.05,66.49,25.46,367.0,637.0
551,"2018","Kharif","PMFBY","Telangana","36","Medchal-Malkajgiri","nan",1681.0,2383.0,19.0,0.98,796.21,15.92,7.92,7.92,81.14,18.86,0.0,10.32,10.03,49.63,30.02,12.11,83.01,4.88,78.0,31.76
552,"2018","Kharif","PMFBY","Telangana","36","Nagarkurnool","694.0",31578.0,17519.0,15550.0,36.4,20731.42,414.63,2469.61,2469.61,71.47,28.42,0.11,9.19,7.64,51.03,32.14,4.86,89.01,6.13,328.0,5353.85
553,"2018","Kharif","PMFBY","Telangana","36","Nalgonda","514.0",14701.0,14692.0,235.0,15.79,13258.22,265.16,5.85,5.85,66.22,33.66,0.12,8.51,7.32,54.11,30.06,14.4,73.47,12.13,453.0,276.86
554,"2018","Kharif","PMFBY","Telangana","36","Nirmal","680.0",16082.0,17946.0,769.0,14.2,12651.31,369.45,201.88,201.88,68.76,31.18,0.06,11.58,8.65,54.91,24.86,12.86,73.86,13.28,161.0,773.21
555,"2018","Kharif","PMFBY","Telangana","36","Nizamabad","516.0",33811.0,35703.0,36.0,33.25,31381.68,858.14,432.77,432.77,61.75,38.16,0.09,9.38,8.11,52.75,29.76,20.0,69.33,10.67,432.0,1723.68
556,"2018","Kharif","PMFBY","Telangana","36","Peddapalli","682.0",13919.0,13991.0,202.0,13.32,11283.34,225.67,142.31,142.31,75.3,24.62,0.08,7.21,1.8,62.88,28.11,14.14,76.34,9.52,221.0,510.29
557,"2018","Kharif","PMFBY","Telangana","36","Rajanna","nan",9850.0,10460.0,40.0,9.47,8047.4,160.95,100.78,100.78,70.41,29.56,0.03,11.59,5.89,44.7,37.82,12.47,79.64,7.89,170.0,362.51
558,"2018","Kharif","PMFBY","Telangana","36","Rangareddy","518.0",18854.0,14740.0,7578.0,17.69,10663.03,213.26,286.85,286.85,74.38,25.58,0.04,7.79,12.16,50.13,29.92,9.2,84.98,5.82,319.0,786.96
559,"2018","Kharif","PMFBY","Telangana","36","Sangareddy","691.0",5972.0,6051.0,119.0,5.58,4642.16,95.86,86.32,86.32,72.85,27.1,0.05,9.32,7.68,56.01,26.99,13.66,75.88,10.46,279.0,268.5
560,"2018","Kharif","PMFBY","Telangana","36","Siddipet","692.0",30165.0,25318.0,6906.0,31.47,23826.56,476.53,634.94,634.94,69.41,30.52,0.07,9.68,2.28,56.77,31.27,7.82,81.38,10.8,260.0,1746.41
561,"2018","Kharif","PMFBY","Telangana","36","Suryapet","696.0",14298.0,14665.0,271.0,15.66,13137.82,262.76,5.09,5.09,72.5,27.44,0.06,6.13,15.45,47.62,30.8,17.9,71.63,10.47,280.0,272.94
562,"2018","Kharif","PMFBY","Telangana","36","Vikarabad","698.0",19125.0,19493.0,343.0,19.58,13196.52,311.53,293.6,293.6,73.45,26.51,0.04,13.95,12.3,40.61,33.14,19.87,75.04,5.09,173.0,898.73
563,"2018","Kharif","PMFBY","Telangana","36","Wanaparthy","693.0",13471.0,14483.0,42.0,16.73,13040.32,260.81,257.79,257.79,74.74,25.22,0.04,5.61,5.38,52.08,36.93,12.48,72.07,15.45,232.0,776.39
