"id","year","season","scheme","state_name","state_code","district_name","district_code","farmer_count","loanee","non_loanee","area_insured","sum_insured","farmer_share","goi_share","state_share","male","female","transgender","sc","st","obc","gen","marginal","small","other","iu_count","gross_premium"
3131,"2020","Kharif","PMFBY","Madhya Pradesh","23","Raisen","421.0",87638.0,137528.0,14030.0,320.09,128716.97,2574.34,10933.74,10933.74,90.16,9.7,0.14,3.7,4.66,60.64,31.0,17.87,37.55,44.58,497.0,24441.82
3132,"2020","Kharif","PMFBY","Madhya Pradesh","23","Rajgarh","422.0",154959.0,237586.0,38665.0,457.0,164080.34,3281.61,16415.3,16415.3,91.43,8.43,0.14,4.35,1.54,74.09,20.02,12.91,53.19,33.9,734.0,36112.21
3133,"2020","Kharif","PMFBY","Madhya Pradesh","23","Ratlam","423.0",104100.0,121953.0,22493.0,197.98,102754.35,2055.33,5629.71,5629.71,84.19,15.72,0.09,6.78,13.61,50.42,29.19,5.54,61.37,33.09,425.0,13314.75
3134,"2020","Kharif","PMFBY","Madhya Pradesh","23","Rewa","424.0",13875.0,16559.0,584.0,27.48,7668.93,153.38,755.09,755.09,92.84,7.13,0.03,0.89,0.62,28.82,69.67,15.04,67.35,17.61,538.0,1663.56
3135,"2020","Kharif","PMFBY","Madhya Pradesh","23","Sagar","425.0",101075.0,154986.0,17262.0,271.93,88375.62,1767.51,6264.92,6264.92,90.9,9.0,0.1,5.02,1.95,61.78,31.25,13.74,47.98,38.28,700.0,14297.35
3136,"2020","Kharif","PMFBY","Madhya Pradesh","23","Satna","426.0",23136.0,35433.0,2958.0,41.14,13835.7,276.71,1721.38,1721.38,91.35,8.6,0.05,3.88,1.52,33.27,61.33,17.45,56.01,26.54,553.0,3719.47
3137,"2020","Kharif","PMFBY","Madhya Pradesh","23","Sehore","427.0",171506.0,198117.0,75443.0,535.35,203888.63,4077.77,14874.49,14874.49,87.4,12.46,0.14,5.85,4.55,60.86,28.74,15.35,55.34,29.31,509.0,33826.75
3138,"2020","Kharif","PMFBY","Madhya Pradesh","23","Seoni","428.0",61139.0,83878.0,4695.0,161.91,49102.44,982.05,2888.84,2888.84,86.25,13.58,0.17,4.1,15.48,60.48,19.94,19.44,53.88,26.68,636.0,6759.73
3139,"2020","Kharif","PMFBY","Madhya Pradesh","23","Shahdol","429.0",14829.0,13878.0,3066.0,27.65,6230.89,124.62,500.56,500.56,88.04,11.93,0.03,5.29,21.21,40.24,33.26,21.97,61.36,16.67,390.0,1125.74
3140,"2020","Kharif","PMFBY","Madhya Pradesh","23","Shajapur","430.0",113494.0,151250.0,27425.0,339.93,163168.57,3263.37,13053.49,13053.49,89.88,9.93,0.19,5.0,1.76,69.12,24.12,11.03,57.48,31.49,335.0,29370.35
3141,"2020","Kharif","PMFBY","Madhya Pradesh","23","Sheopur","431.0",11218.0,18493.0,165.0,32.98,13413.48,268.27,426.05,426.05,94.66,5.19,0.15,8.29,1.73,76.61,13.37,13.13,43.99,42.88,203.0,1120.37
3142,"2020","Kharif","PMFBY","Madhya Pradesh","23","Shivpuri","432.0",24424.0,68104.0,900.0,78.25,23902.37,478.05,1002.7,1002.7,91.86,7.52,0.62,5.3,1.6,75.25,17.85,15.16,31.15,53.69,384.0,2483.45
3143,"2020","Kharif","PMFBY","Madhya Pradesh","23","Sidhi","433.0",3421.0,3487.0,565.0,4.67,1732.35,34.65,232.31,232.31,90.77,9.21,0.02,1.95,9.6,30.23,58.22,24.43,58.27,17.3,279.0,499.27
3144,"2020","Kharif","PMFBY","Madhya Pradesh","23","Singrauli","638.0",918.0,806.0,199.0,1.23,409.02,8.18,53.51,53.51,92.24,7.66,0.1,5.07,15.42,57.91,21.6,27.26,64.68,8.06,189.0,115.2
3145,"2020","Kharif","PMFBY","Madhya Pradesh","23","Tikamgarh","434.0",15481.0,24284.0,2994.0,28.84,7067.16,141.34,733.07,733.07,90.6,9.37,0.03,9.81,1.44,65.04,23.71,18.01,59.64,22.35,168.0,1607.48
3146,"2020","Kharif","PMFBY","Madhya Pradesh","23","Ujjain","435.0",197107.0,293972.0,109946.0,547.09,257128.31,5142.57,20570.34,20570.34,84.45,15.41,0.14,7.96,2.17,53.74,36.13,11.68,49.03,39.29,630.0,46283.25
3147,"2020","Kharif","PMFBY","Madhya Pradesh","23","Umaria","436.0",7718.0,10105.0,358.0,15.28,3633.45,72.67,290.7,290.7,90.43,9.48,0.09,4.86,21.92,38.12,35.1,17.54,56.67,25.79,185.0,654.07
3148,"2020","Kharif","PMFBY","Madhya Pradesh","23","Vidisha","437.0",137750.0,207167.0,48804.0,521.96,166576.34,3331.53,17470.08,17470.08,89.47,10.34,0.19,4.67,1.6,56.0,37.73,10.82,38.79,50.39,583.0,38271.69
3149,"2020","Kharif","PMFBY","Maharashtra","27","Ahmadnagar","nan",236049.0,162314.0,303798.0,259.63,74559.53,1767.71,6551.85,6551.85,81.4,18.56,0.04,1.52,1.55,13.67,83.26,5.74,85.15,9.11,108.0,14871.41
3150,"2020","Kharif","PMFBY","Maharashtra","27","Akola","467.0",126886.0,69449.0,195057.0,215.1,82905.79,1857.25,6024.9,6024.9,80.89,19.07,0.04,17.6,1.73,51.9,28.77,12.82,78.4,8.78,52.0,13907.05
3151,"2020","Kharif","PMFBY","Maharashtra","27","Amravati","468.0",105754.0,43323.0,142406.0,173.22,63798.15,1567.61,4691.15,4691.15,79.91,20.04,0.05,7.97,3.07,67.96,21.0,7.52,81.63,10.85,90.0,10949.91
3152,"2020","Kharif","PMFBY","Maharashtra","27","Aurangabad","469.0",295313.0,41001.0,793523.0,360.71,127980.03,3830.74,16263.88,17449.18,77.48,22.51,0.01,2.75,0.9,15.7,80.65,4.29,92.68,3.03,71.0,37543.8
3153,"2020","Kharif","PMFBY","Maharashtra","27","Bhandara","471.0",84344.0,156610.0,29132.0,85.28,32392.05,647.84,1296.57,1296.57,85.88,14.08,0.04,8.56,3.0,83.52,4.92,7.48,89.16,3.36,40.0,3240.98
3154,"2020","Kharif","PMFBY","Maharashtra","27","Bid","nan",494309.0,18443.0,1774762.0,624.81,250160.29,6088.22,33292.16,40723.02,82.61,17.37,0.02,2.49,0.42,32.31,64.78,8.05,87.36,4.59,74.0,80103.4
3155,"2020","Kharif","PMFBY","Maharashtra","27","Buldana","nan",161571.0,45824.0,250549.0,227.19,97861.64,2223.27,7459.17,7459.17,80.92,19.02,0.06,5.69,0.98,61.48,31.85,8.96,83.97,7.07,102.0,17141.61
3156,"2020","Kharif","PMFBY","Maharashtra","27","Chandrapur","473.0",58233.0,77006.0,20754.0,69.26,29784.14,739.24,1419.1,1419.1,85.59,14.38,0.03,9.65,10.06,71.5,8.79,9.29,83.32,7.39,50.0,3577.44
3157,"2020","Kharif","PMFBY","Maharashtra","27","Dhule","474.0",36241.0,20492.0,41338.0,50.33,20456.96,858.15,967.18,967.18,78.0,21.95,0.05,1.15,6.72,52.98,39.15,11.19,81.82,6.99,43.0,2792.51
3158,"2020","Kharif","PMFBY","Maharashtra","27","Gadchiroli","475.0",24284.0,30421.0,7000.0,30.74,9637.22,200.08,285.68,285.68,85.48,14.48,0.04,8.74,26.67,55.42,9.17,16.89,76.29,6.82,41.0,771.44
3159,"2020","Kharif","PMFBY","Maharashtra","27","Gondiya","nan",28353.0,51698.0,5458.0,29.31,11136.96,222.74,723.9,723.9,84.5,15.42,0.08,6.99,13.0,75.91,4.1,11.42,81.9,6.68,41.0,1670.54
3160,"2020","Kharif","PMFBY","Maharashtra","27","Hingoli","477.0",118877.0,12918.0,291559.0,148.85,61558.15,1328.17,4091.88,4091.88,81.76,18.22,0.02,5.48,3.68,24.9,65.94,8.44,87.56,4.0,30.0,9511.93
3161,"2020","Kharif","PMFBY","Maharashtra","27","Jalgaon","478.0",116214.0,96994.0,67019.0,158.49,61377.34,2916.3,7477.75,9166.5,77.45,22.5,0.05,0.95,1.05,39.23,58.77,12.0,78.6,9.4,101.0,19560.55
3162,"2020","Kharif","PMFBY","Maharashtra","27","Jalna","479.0",238441.0,15656.0,783744.0,294.79,98948.41,2304.21,13568.5,16126.3,77.45,22.53,0.02,3.48,0.8,17.26,78.46,4.7,92.63,2.67,55.0,31999.01
3163,"2020","Kharif","PMFBY","Maharashtra","27","Kolhapur","480.0",1690.0,661.0,2131.0,0.64,272.99,5.46,22.89,22.89,90.33,9.67,0.0,2.33,0.0,6.05,91.62,15.97,76.25,7.78,71.0,51.24
3164,"2020","Kharif","PMFBY","Maharashtra","27","Latur","481.0",380318.0,41264.0,1005059.0,592.2,247060.89,5004.29,30673.8,31874.43,85.16,14.83,0.01,3.78,0.37,67.96,27.89,30.77,51.71,17.52,70.0,67552.52
3165,"2020","Kharif","PMFBY","Maharashtra","27","Nagpur","484.0",19337.0,28764.0,1265.0,27.54,11939.38,370.98,651.22,651.22,86.59,13.38,0.03,5.81,3.84,76.29,14.06,22.22,60.4,17.38,69.0,1673.42
3166,"2020","Kharif","PMFBY","Maharashtra","27","Nanded","485.0",407115.0,9826.0,946196.0,504.77,210548.03,4469.37,28452.13,28452.13,79.88,20.1,0.02,5.96,4.5,27.27,62.27,5.78,90.61,3.61,80.0,61373.63
3167,"2020","Kharif","PMFBY","Maharashtra","27","Nandurbar","486.0",6967.0,6310.0,4311.0,10.2,4303.29,186.09,146.43,146.43,83.03,16.91,0.06,0.98,27.37,44.48,27.17,9.34,74.89,15.77,42.0,478.95
3168,"2020","Kharif","PMFBY","Maharashtra","27","Nashik","487.0",156200.0,15864.0,259898.0,168.43,59916.67,1529.82,1806.84,1806.84,80.22,19.76,0.02,1.71,13.94,21.81,62.54,6.04,89.84,4.12,106.0,5143.5
3169,"2020","Kharif","PMFBY","Maharashtra","27","Osmanabad","488.0",327155.0,24719.0,936546.0,527.72,209339.58,4265.77,27948.86,32918.62,81.97,18.0,0.03,2.87,0.65,13.62,82.86,10.66,82.95,6.39,50.0,65133.25
3170,"2020","Kharif","PMFBY","Maharashtra","27","Palghar","665.0",23362.0,18973.0,16254.0,16.89,7361.51,147.23,116.96,116.96,86.66,13.28,0.06,0.91,47.67,25.75,25.67,22.29,69.27,8.44,28.0,381.15
3171,"2020","Kharif","PMFBY","Maharashtra","27","Parbhani","489.0",272245.0,8516.0,693173.0,377.57,149171.42,3309.0,12286.98,12286.98,79.09,20.9,0.01,2.71,1.11,30.68,65.5,8.62,87.16,4.22,52.0,27882.96
3172,"2020","Kharif","PMFBY","Maharashtra","27","Pune","490.0",15891.0,8909.0,19807.0,13.68,4770.66,100.6,281.75,309.69,87.38,12.62,0.0,1.37,11.88,9.55,77.2,11.47,82.71,5.82,147.0,692.04
3173,"2020","Kharif","PMFBY","Maharashtra","27","Raigarh","nan",5207.0,2810.0,6172.0,3.22,1449.07,28.98,22.02,22.02,91.25,8.7,0.05,0.72,1.94,33.0,64.34,23.88,71.65,4.47,60.0,73.02
3174,"2020","Kharif","PMFBY","Maharashtra","27","Ratnagiri","492.0",746.0,753.0,553.0,0.3,135.61,2.71,5.42,5.42,84.69,15.31,0.0,3.75,0.54,47.93,47.78,27.57,68.15,4.28,53.0,13.55
3175,"2020","Kharif","PMFBY","Maharashtra","27","Sangli","493.0",46823.0,10601.0,79971.0,50.92,12841.42,256.91,1455.45,1455.45,85.94,14.03,0.03,28.56,0.25,17.06,54.13,5.85,67.43,26.72,77.0,3167.81
3176,"2020","Kharif","PMFBY","Maharashtra","27","Satara","494.0",12618.0,31159.0,7516.0,8.17,2390.49,48.78,324.73,365.63,92.67,7.31,0.02,0.91,0.32,4.83,93.94,8.2,84.63,7.17,102.0,739.14
3177,"2020","Kharif","PMFBY","Maharashtra","27","Sindhudurg","495.0",1840.0,1090.0,2426.0,0.59,258.51,5.17,10.34,10.34,91.21,8.76,0.03,1.56,0.28,11.46,86.7,16.7,78.38,4.92,39.0,25.85
3178,"2020","Kharif","PMFBY","Maharashtra","27","Solapur","496.0",128185.0,2501.0,268310.0,190.08,50507.49,1036.28,5497.34,5497.34,83.49,16.48,0.03,3.63,0.58,20.46,75.33,13.83,79.96,6.21,102.0,12030.96
3179,"2020","Kharif","PMFBY","Maharashtra","27","Thane","497.0",18556.0,31981.0,3922.0,13.86,5894.26,117.89,458.65,458.65,90.08,9.75,0.17,1.29,4.31,75.25,19.15,7.01,81.57,11.42,26.0,1035.19
3180,"2020","Kharif","PMFBY","Maharashtra","27","Wardha","498.0",16057.0,27305.0,695.0,25.41,11288.31,451.5,624.37,624.37,87.01,12.89,0.1,7.09,3.71,77.81,11.39,17.04,68.08,14.88,47.0,1700.24
3181,"2020","Kharif","PMFBY","Maharashtra","27","Washim","499.0",117252.0,89001.0,183791.0,193.59,81564.7,1740.26,4490.94,4490.94,81.3,18.63,0.07,15.11,2.05,47.17,35.67,11.45,78.18,10.37,46.0,10722.14
3182,"2020","Kharif","PMFBY","Maharashtra","27","Yavatmal","500.0",195316.0,179457.0,288624.0,330.77,124371.68,3597.47,6608.1,6608.1,78.93,21.03,0.04,4.64,4.86,42.25,48.25,7.46,85.24,7.3,110.0,16813.67
3183,"2020","Kharif","WBCIS","Maharashtra","27","Ahmadnagar","nan",31365.0,18759.0,23069.0,24.31,28232.2,1411.61,446.73,743.23,83.78,16.18,0.04,0.89,0.31,13.06,85.74,8.99,76.93,14.08,95.0,2601.57
3184,"2020","Kharif","WBCIS","Maharashtra","27","Akola","467.0",1925.0,217.0,1868.0,2.2,1740.74,87.04,217.54,301.9,81.63,18.32,0.05,2.69,5.04,69.11,23.16,15.78,79.71,4.51,24.0,606.48
3185,"2020","Kharif","WBCIS","Maharashtra","27","Amravati","468.0",5495.0,3587.0,3040.0,6.65,5313.92,265.7,385.69,385.9,84.29,15.68,0.03,2.07,0.6,81.23,16.1,15.54,67.15,17.31,66.0,1037.29
3186,"2020","Kharif","WBCIS","Maharashtra","27","Aurangabad","469.0",19031.0,3372.0,19550.0,16.76,15941.81,797.09,565.07,567.64,82.24,17.74,0.02,1.07,0.18,14.79,83.96,8.15,84.5,7.35,53.0,1929.8
3187,"2020","Kharif","WBCIS","Maharashtra","27","Bid","nan",11451.0,195.0,13201.0,8.11,7137.64,356.88,723.67,1454.44,83.55,16.45,0.0,1.27,0.6,24.76,73.37,10.44,82.22,7.34,60.0,2534.99
3188,"2020","Kharif","WBCIS","Maharashtra","27","Buldana","nan",1151.0,65.0,1253.0,1.41,1177.98,58.9,135.75,301.39,81.03,18.97,0.0,0.83,1.29,55.01,42.87,6.3,87.48,6.22,26.0,496.04
3189,"2020","Kharif","WBCIS","Maharashtra","27","Dhule","474.0",951.0,516.0,699.0,1.12,1432.45,71.62,73.53,77.7,80.74,19.09,0.17,0.58,1.07,63.54,34.81,15.31,64.69,20.0,27.0,222.85
3190,"2020","Kharif","WBCIS","Maharashtra","27","Hingoli","477.0",200.0,95.0,158.0,0.15,123.28,6.16,13.81,13.81,95.26,4.74,0.0,1.98,0.0,24.51,73.51,18.18,61.26,20.56,20.0,33.78
3191,"2020","Kharif","WBCIS","Maharashtra","27","Jalgaon","478.0",1405.0,840.0,902.0,1.56,1208.51,60.43,116.81,177.23,77.84,21.93,0.23,0.4,0.52,59.41,39.67,11.65,74.91,13.44,54.0,354.47
3192,"2020","Kharif","WBCIS","Maharashtra","27","Jalna","479.0",27913.0,2058.0,31274.0,26.1,25480.1,1274.01,994.46,1014.74,80.42,19.55,0.03,1.2,0.22,16.72,81.86,7.69,89.12,3.19,49.0,3283.21
3193,"2020","Kharif","WBCIS","Maharashtra","27","Latur","481.0",70.0,51.0,48.0,0.07,87.63,4.38,0.86,1.68,96.97,3.03,0.0,0.0,0.0,40.4,59.6,9.09,60.61,30.3,10.0,6.92
3194,"2020","Kharif","WBCIS","Maharashtra","27","Nagpur","484.0",2565.0,3046.0,148.0,2.37,1897.66,94.88,68.2,68.2,86.57,13.4,0.03,2.32,1.85,78.37,17.46,15.62,68.69,15.69,35.0,231.28
3195,"2020","Kharif","WBCIS","Maharashtra","27","Nanded","485.0",81.0,12.0,86.0,0.1,83.86,4.19,9.98,9.98,79.59,20.41,0.0,1.02,0.0,7.14,91.84,26.53,52.04,21.43,3.0,24.15
3196,"2020","Kharif","WBCIS","Maharashtra","27","Nashik","487.0",9465.0,5783.0,6692.0,9.57,12404.6,620.23,3.37,6.62,83.52,16.44,0.04,0.41,0.15,28.91,70.53,12.08,72.58,15.34,54.0,630.22
3197,"2020","Kharif","WBCIS","Maharashtra","27","Osmanabad","488.0",755.0,49.0,809.0,0.47,441.41,22.07,37.78,74.58,86.13,13.87,0.0,2.33,0.12,15.73,81.82,10.37,82.17,7.46,30.0,134.43
3198,"2020","Kharif","WBCIS","Maharashtra","27","Palghar","665.0",2157.0,671.0,3697.0,3.95,2368.13,118.41,236.81,236.81,78.18,21.82,0.0,0.37,7.14,27.88,64.61,33.65,45.99,20.36,19.0,592.03
3199,"2020","Kharif","WBCIS","Maharashtra","27","Parbhani","489.0",1964.0,32.0,2118.0,1.63,1285.16,64.26,155.66,241.38,81.4,18.56,0.04,0.98,0.09,14.09,84.84,6.51,86.88,6.61,28.0,461.3
3200,"2020","Kharif","WBCIS","Maharashtra","27","Pune","490.0",3859.0,5178.0,1403.0,4.22,5448.82,272.44,301.23,305.52,90.64,9.35,0.01,0.38,0.27,18.99,80.36,8.16,66.43,25.41,71.0,879.19
3201,"2020","Kharif","WBCIS","Maharashtra","27","Sangli","493.0",17588.0,10811.0,11530.0,14.17,18408.56,920.43,626.94,628.66,87.39,12.58,0.03,50.01,0.09,14.65,35.25,4.58,59.37,36.05,30.0,2176.03
3202,"2020","Kharif","WBCIS","Maharashtra","27","Satara","494.0",3623.0,4447.0,737.0,2.6,3386.24,169.31,0.0,0.0,87.46,12.5,0.04,2.08,2.14,28.09,67.69,14.29,74.04,11.67,31.0,169.31
3203,"2020","Kharif","WBCIS","Maharashtra","27","Solapur","496.0",24858.0,19785.0,12927.0,24.2,30829.75,1541.49,839.96,976.06,88.78,11.16,0.06,2.45,0.37,27.28,69.9,11.74,64.17,24.09,85.0,3357.51
3204,"2020","Kharif","WBCIS","Maharashtra","27","Thane","497.0",17.0,0.0,17.0,0.01,8.52,0.43,1.06,4.05,64.71,35.29,0.0,0.0,0.0,29.41,70.59,5.88,94.12,0.0,3.0,5.54
3205,"2020","Kharif","WBCIS","Maharashtra","27","Wardha","498.0",359.0,404.0,2.0,0.3,242.48,12.12,18.19,18.19,87.44,12.32,0.24,1.48,0.99,91.13,6.4,18.47,58.13,23.4,9.0,48.5
3206,"2020","Kharif","WBCIS","Maharashtra","27","Washim","499.0",237.0,79.0,179.0,0.26,216.93,10.85,22.17,22.17,88.37,11.63,0.0,1.94,0.39,56.59,41.08,13.18,58.53,28.29,30.0,55.19
3207,"2020","Kharif","WBCIS","Maharashtra","27","Yavatmal","500.0",243.0,42.0,232.0,0.25,198.55,9.93,16.22,16.22,81.39,18.61,0.0,0.73,0.0,44.89,54.38,9.85,77.01,13.14,19.0,42.37
3208,"2020","Kharif","PMFBY","Meghalaya","17","Ribhoi","276.0",121.0,121.0,0.0,0.09,73.66,3.61,0.01,0.0,54.55,45.45,0.0,0.0,97.52,2.48,0.0,100.0,0.0,0.0,2.0,3.63
3209,"2020","Kharif","PMFBY","Meghalaya","17","West Garo Hills","278.0",1.0,0.0,1.0,0.0,0.24,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,1.0,0.01
3210,"2020","Kharif","PMFBY","Meghalaya","17","West Jaintia Hills","275.0",5.0,5.0,0.0,0.0,1.4,0.04,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,0.05
3211,"2020","Kharif","PMFBY","Meghalaya","17","West Khasi Hills","279.0",3.0,3.0,0.0,0.0,1.54,0.03,0.01,0.0,33.33,66.67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.05
3212,"2020","Kharif","PMFBY","Odisha","21","Anugul","344.0",87552.0,364221.0,47151.0,37.09,26930.17,538.38,2220.04,2220.04,83.91,16.08,0.01,8.91,5.07,69.23,16.79,7.91,91.4,0.69,232.0,4978.46
3213,"2020","Kharif","PMFBY","Odisha","21","Balangir","345.0",99145.0,302392.0,324089.0,109.84,77245.03,1548.14,9621.33,9621.33,86.4,13.56,0.04,9.41,17.03,66.45,7.11,12.17,79.37,8.46,337.0,20790.8
3214,"2020","Kharif","PMFBY","Odisha","21","Baleshwar","346.0",88726.0,484207.0,2789.0,46.96,34049.38,681.03,3403.7,3403.7,91.1,8.88,0.02,9.0,0.77,60.63,29.6,23.08,76.2,0.72,363.0,7488.43
3215,"2020","Kharif","PMFBY","Odisha","21","Bargarh","347.0",150593.0,643540.0,606084.0,177.74,119894.71,2399.8,11957.78,11957.78,84.91,15.02,0.07,7.28,11.14,71.21,10.37,14.47,75.35,10.18,268.0,26315.36
3216,"2020","Kharif","PMFBY","Odisha","21","Baudh","nan",29267.0,116210.0,8627.0,20.14,13596.81,271.93,611.85,611.85,90.89,9.06,0.05,12.51,9.76,71.05,6.68,10.7,87.78,1.52,70.0,1495.63
3217,"2020","Kharif","PMFBY","Odisha","21","Bhadrak","348.0",81344.0,597415.0,9344.0,59.83,40086.04,801.69,2124.53,2124.53,86.07,13.89,0.04,13.67,0.41,53.21,32.71,11.16,88.08,0.76,221.0,5050.75
3218,"2020","Kharif","PMFBY","Odisha","21","Cuttack","350.0",34771.0,211687.0,14600.0,16.97,10693.14,213.82,550.53,550.53,89.05,10.93,0.02,4.54,0.46,60.2,34.8,19.55,79.3,1.15,343.0,1314.88
3219,"2020","Kharif","PMFBY","Odisha","21","Debagarh","nan",14152.0,103284.0,30504.0,12.64,8210.9,164.19,509.1,509.1,87.72,12.25,0.03,5.09,18.38,71.25,5.28,23.15,67.42,9.43,74.0,1182.39
3220,"2020","Kharif","PMFBY","Odisha","21","Dhenkanal","352.0",39054.0,216925.0,56483.0,21.48,13429.11,268.59,669.65,669.65,88.83,11.14,0.03,7.69,2.21,61.68,28.42,12.03,85.16,2.81,221.0,1607.89
3221,"2020","Kharif","PMFBY","Odisha","21","Gajapati","353.0",9195.0,43935.0,80.0,7.2,4151.37,83.3,179.45,179.45,83.21,16.79,0.0,5.17,19.26,55.64,19.93,17.78,80.71,1.51,145.0,442.2
3222,"2020","Kharif","PMFBY","Odisha","21","Ganjam","354.0",127135.0,846049.0,3952.0,77.38,50287.68,1005.72,5027.43,5027.43,77.72,22.25,0.03,5.59,1.72,66.91,25.78,14.2,84.83,0.97,538.0,11060.58
3223,"2020","Kharif","PMFBY","Odisha","21","Jagatsinghapur","355.0",43553.0,192422.0,2483.0,21.16,12166.92,243.33,365.0,365.0,89.06,10.92,0.02,7.53,0.55,51.72,40.2,24.55,75.17,0.28,200.0,973.33
3224,"2020","Kharif","PMFBY","Odisha","21","Jajapur","356.0",69287.0,429907.0,47640.0,38.8,24250.58,484.99,2037.03,2037.03,92.12,7.84,0.04,11.35,0.79,49.31,38.55,15.94,83.36,0.7,308.0,4559.05
3225,"2020","Kharif","PMFBY","Odisha","21","Jharsuguda","357.0",23110.0,187547.0,113137.0,23.39,14621.74,292.35,1899.86,1899.86,89.53,10.43,0.04,6.68,25.16,59.59,8.57,21.48,66.81,11.71,83.0,4092.07
3226,"2020","Kharif","PMFBY","Odisha","21","Kalahandi","358.0",64515.0,107795.0,134161.0,55.52,41575.15,834.88,4142.17,4142.17,87.91,12.06,0.03,12.67,19.87,60.34,7.12,21.31,69.43,9.26,318.0,9119.22
3227,"2020","Kharif","PMFBY","Odisha","21","Kandhamal","359.0",4929.0,28418.0,975.0,2.29,1655.77,32.02,38.67,38.67,92.49,7.51,0.0,26.43,50.36,16.47,6.74,20.47,77.9,1.63,163.0,109.36
3228,"2020","Kharif","PMFBY","Odisha","21","Kendrapara","360.0",111867.0,474086.0,19488.0,74.08,42967.7,859.33,2670.42,2670.42,81.78,18.19,0.03,7.78,0.38,54.46,37.38,12.28,87.0,0.72,251.0,6200.17
3229,"2020","Kharif","PMFBY","Odisha","21","Kendujhar","361.0",43216.0,156345.0,3642.0,17.76,10241.69,204.8,435.16,435.16,90.63,9.34,0.03,6.76,21.21,50.82,21.21,17.03,81.49,1.48,300.0,1075.12
3230,"2020","Kharif","PMFBY","Odisha","21","Khordha","362.0",68649.0,346955.0,6248.0,32.86,19718.35,394.35,1133.75,1133.75,83.33,16.65,0.02,4.24,0.85,50.13,44.78,13.82,85.17,1.01,193.0,2661.85
3231,"2020","Kharif","PMFBY","Odisha","21","Koraput","363.0",6328.0,10252.0,1716.0,4.28,3074.4,60.28,42.69,42.69,88.08,11.9,0.02,17.76,42.23,17.31,22.7,15.9,78.69,5.41,204.0,145.66
3232,"2020","Kharif","PMFBY","Odisha","21","Malkangiri","364.0",5862.0,11222.0,682.0,3.68,2709.72,54.19,108.33,108.33,90.99,9.01,0.0,53.24,36.57,2.97,7.22,9.45,88.73,1.82,102.0,270.85
3233,"2020","Kharif","PMFBY","Odisha","21","Mayurbhanj","365.0",34520.0,156400.0,5357.0,16.37,12212.51,244.24,383.41,383.41,90.23,9.75,0.02,7.38,37.29,37.59,17.74,24.04,74.72,1.24,410.0,1011.06
3234,"2020","Kharif","PMFBY","Odisha","21","Nabarangapur","nan",25054.0,42085.0,28221.0,20.71,16272.52,325.45,465.62,465.62,85.23,14.74,0.03,10.88,43.33,35.62,10.17,14.51,82.23,3.26,199.0,1256.69
3235,"2020","Kharif","PMFBY","Odisha","21","Nayagarh","367.0",44578.0,214899.0,7977.0,18.7,11688.1,233.75,642.75,642.75,90.07,9.9,0.03,3.86,2.43,66.48,27.23,26.29,67.11,6.6,198.0,1519.25
3236,"2020","Kharif","PMFBY","Odisha","21","Nuapada","368.0",24148.0,58993.0,50776.0,23.11,14170.91,283.06,1255.98,1255.98,89.7,10.27,0.03,9.87,26.68,58.13,5.32,16.02,74.12,9.86,139.0,2795.02
3237,"2020","Kharif","PMFBY","Odisha","21","Puri","369.0",92061.0,333657.0,19555.0,35.23,24570.25,491.39,2457.01,2457.01,87.0,12.97,0.03,6.46,0.29,49.85,43.4,19.48,78.13,2.39,271.0,5405.41
3238,"2020","Kharif","PMFBY","Odisha","21","Rayagada","370.0",20510.0,37170.0,1839.0,12.5,9359.45,186.53,354.86,354.86,85.4,14.6,0.0,11.68,52.92,20.06,15.34,15.62,82.82,1.56,194.0,896.25
3239,"2020","Kharif","PMFBY","Odisha","21","Sambalpur","371.0",43600.0,275627.0,176078.0,53.58,41445.19,827.47,4130.39,4130.39,83.62,16.29,0.09,7.38,25.94,56.42,10.26,19.53,63.81,16.66,154.0,9088.25
3240,"2020","Kharif","PMFBY","Odisha","21","Subarnapur","nan",26268.0,172817.0,79326.0,30.0,21004.06,420.46,1364.42,1364.42,89.4,10.55,0.05,9.94,5.73,64.4,19.93,16.14,76.13,7.73,114.0,3149.3
3241,"2020","Kharif","PMFBY","Odisha","21","Sundargarh","373.0",73119.0,429479.0,60111.0,67.15,45288.18,905.33,2714.81,2714.81,80.25,19.74,0.01,6.2,52.1,30.86,10.84,13.62,82.13,4.25,296.0,6334.95
3242,"2020","Kharif","PMFBY","Puducherry","34","Karaikal","598.0",1.0,0.0,1.0,0.0,0.17,0.0,0.01,0.01,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0.02
3243,"2020","Kharif","PMFBY","Puducherry","34","Yanam","nan",335.0,0.0,339.0,0.18,136.45,0.0,4.63,7.36,64.6,35.4,0.0,68.73,0.0,9.14,22.13,0.59,99.41,0.0,5.0,11.99
3244,"2020","Kharif","PMFBY","Rajasthan","8","Ajmer","86.0",80741.0,168233.0,468.0,134.99,41783.15,937.9,4149.33,4149.33,86.56,13.31,0.13,9.94,3.66,74.71,11.69,14.21,64.28,21.51,540.0,9236.56
