id,year,season,scheme,state_name,state_code,district_name,district_code,farmer_count,loanee,non_loanee,area_insured,sum_insured,farmer_share,goi_share,state_share,male,female,transgender,sc,st,obc,gen,marginal,small,other,iu_count,gross_premium,total_farmers,gender_gap_pct,small_marginal_share_pct,loanee_share_pct,non_loanee_share_pct
117,2018,Kharif,PMFBY,Haryana,6,Mahendragarh,69,29860,37770,277,29.22,14024.91,280.5,210.0,417.34,94.2,5.76,0.04,0.23,0.07,58.1,41.6,12.56,79.68,7.76,370,907.84,38047,88.44,92.24,99.27,0.73
118,2018,Kharif,PMFBY,Haryana,6,Mewat,Unknown,5942,6267,94,7.22,4458.53,89.17,105.76,131.55,92.19,7.75,0.06,0.6,0.02,66.26,33.12,25.55,58.59,15.86,369,326.48,6361,84.44,84.14,98.52,1.48
119,2018,Kharif,PMFBY,Haryana,6,Palwal,619,17479,17735,552,20.03,14497.25,289.94,236.72,355.26,92.95,6.96,0.09,0.96,0.07,13.71,85.26,19.69,66.12,14.19,280,881.92,18287,85.99,85.81,96.98,3.02
120,2018,Kharif,PMFBY,Haryana,6,Panchkula,70,4173,4515,27,3.77,2658.58,53.17,169.4,169.55,94.14,5.75,0.11,1.81,0.0,37.47,60.72,13.98,71.66,14.36,192,392.12,4542,88.39,85.64,99.41,0.59
121,2018,Kharif,PMFBY,Haryana,6,Panipat,71,18119,18802,155,25.8,18955.94,379.12,186.0,186.39,93.27,6.69,0.04,0.89,0.07,15.42,83.62,20.24,59.26,20.5,194,751.51,18957,86.58,79.5,99.18,0.82
122,2018,Kharif,PMFBY,Haryana,6,Rewari,72,33149,39165,148,27.27,12844.41,256.89,603.26,751.8,95.21,4.72,0.07,1.23,0.36,60.6,37.81,15.75,73.36,10.89,405,1611.95,39313,90.49,89.11,99.62,0.38
123,2018,Kharif,PMFBY,Haryana,6,Rohtak,73,21885,23395,249,24.14,17373.91,347.48,1505.04,1566.16,93.82,6.13,0.05,0.25,0.05,6.06,93.64,14.24,68.51,17.25,147,3418.68,23644,87.69,82.75,98.95,1.05
124,2018,Kharif,PMFBY,Haryana,6,Sirsa,74,71636,79590,245,148.73,107424.42,2148.49,1592.77,4024.54,88.15,11.79,0.06,1.4,0.23,15.23,83.14,19.63,52.89,27.48,335,7765.8,79835,76.36,72.52,99.69,0.31
125,2018,Kharif,PMFBY,Haryana,6,Sonipat,75,38404,38698,667,48.44,35502.01,710.04,355.54,357.42,95.58,4.38,0.04,0.24,0.05,6.17,93.54,16.35,65.85,17.8,337,1423.0,39365,91.2,82.2,98.31,1.69
126,2018,Kharif,PMFBY,Haryana,6,Yamunanagar,76,17013,17706,68,18.66,13693.09,273.86,98.79,99.09,92.1,7.85,0.05,3.2,0.23,28.29,68.28,18.83,65.56,15.61,629,471.74,17774,84.25,84.39,99.62,0.38
127,2018,Kharif,PMFBY,Himachal Pradesh,2,Bilaspur,15,10656,10866,33,4.43,1329.94,26.6,5.24,5.24,92.94,7.03,0.03,8.65,1.53,3.83,85.99,48.57,48.67,2.76,7,37.08,10899,85.91,97.24,99.7,0.3
128,2018,Kharif,PMFBY,Himachal Pradesh,2,Chamba,16,3650,3701,76,1.09,327.98,3.37,0.0,0.0,93.73,6.2,0.07,7.55,21.34,1.96,69.15,24.7,67.25,8.05,12,3.37,3777,87.53,91.95,97.99,2.01
129,2018,Kharif,PMFBY,Himachal Pradesh,2,Hamirpur,17,19458,19220,735,6.17,1850.72,36.67,2.53,2.53,90.45,9.52,0.03,4.51,0.33,4.59,90.57,38.77,42.46,18.77,10,41.73,19955,80.93,81.23,96.32,3.68
130,2018,Kharif,PMFBY,Himachal Pradesh,2,Kangra,18,28702,30710,135,10.79,3235.92,61.59,2.62,2.62,93.03,6.92,0.05,4.19,1.63,15.24,78.94,28.09,53.78,18.13,34,66.83,30845,86.11,81.87,99.56,0.44
131,2018,Kharif,PMFBY,Himachal Pradesh,2,Kullu,20,1,0,2,0.0,0.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1,0.0,2,-100.0,100.0,0.0,100.0
132,2018,Kharif,PMFBY,Himachal Pradesh,2,Mandi,22,3889,4593,0,1.62,486.32,6.57,0.0,0.0,92.62,7.32,0.06,7.97,0.94,3.29,87.8,25.97,69.98,4.05,23,6.57,4593,85.3,95.95,100.0,0.0
133,2018,Kharif,PMFBY,Himachal Pradesh,2,Shimla,23,274,269,8,0.11,33.24,0.63,0.0,0.0,90.97,8.66,0.37,6.86,0.0,0.72,92.42,59.21,38.63,2.16,5,0.63,277,82.31,97.84,97.11,2.89
134,2018,Kharif,PMFBY,Himachal Pradesh,2,Sirmaur,24,1404,1580,47,0.6,179.83,2.57,0.0,0.0,94.16,5.84,0.0,16.53,1.97,19.11,62.39,25.69,66.44,7.87,10,2.57,1627,88.32,92.13,97.11,2.89
135,2018,Kharif,PMFBY,Himachal Pradesh,2,Solan,25,3187,3832,10,2.14,642.52,12.85,0.33,0.33,93.21,6.69,0.1,11.84,6.53,14.03,67.6,35.09,60.54,4.37,12,13.51,3842,86.52,95.63,99.74,0.26
136,2018,Kharif,PMFBY,Himachal Pradesh,2,Una,26,12595,12819,101,5.25,1574.42,17.95,0.0,0.0,92.51,7.48,0.01,5.44,1.6,13.72,79.24,48.37,46.56,5.07,12,17.95,12920,85.03,94.93,99.22,0.78
137,2018,Kharif,WBCIS,Himachal Pradesh,2,Bilaspur,15,442,459,4,0.08,104.13,5.21,1.23,1.23,93.09,6.91,0.0,7.78,1.3,3.02,87.9,10.15,89.85,0.0,3,7.67,463,86.18,100.0,99.14,0.86
138,2018,Kharif,WBCIS,Himachal Pradesh,2,Chamba,16,59,60,0,0.01,3.85,0.19,0.01,0.01,98.33,1.67,0.0,0.0,98.33,0.0,1.67,0.0,91.67,8.33,1,0.22,60,96.66,91.67,100.0,0.0
139,2018,Kharif,WBCIS,Himachal Pradesh,2,Kangra,18,2,2,0,0.0,0.4,0.02,0.01,0.01,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2,0.05,2,100.0,100.0,100.0,0.0
140,2018,Kharif,WBCIS,Himachal Pradesh,2,Kullu,20,73,0,87,0.02,20.22,1.01,0.89,0.89,95.4,4.6,0.0,9.2,2.3,1.15,87.35,87.36,6.9,5.74,4,2.79,87,90.8,94.26,0.0,100.0
141,2018,Kharif,WBCIS,Himachal Pradesh,2,Mandi,22,8,9,0,0.0,3.78,0.19,0.02,0.02,100.0,0.0,0.0,0.0,0.0,0.0,100.0,22.22,77.78,0.0,3,0.24,9,100.0,100.0,100.0,0.0
142,2018,Kharif,WBCIS,Himachal Pradesh,2,Shimla,23,1731,1734,0,0.2,197.21,9.86,7.41,7.41,92.68,7.27,0.05,13.03,0.17,5.25,81.55,41.75,58.13,0.12,9,24.68,1734,85.41,99.88,100.0,0.0
143,2018,Kharif,WBCIS,Himachal Pradesh,2,Sirmaur,24,1583,1610,35,0.25,259.0,12.95,4.44,4.44,94.65,5.35,0.0,16.78,0.85,15.56,66.81,44.13,50.7,5.17,6,21.83,1645,89.3,94.83,97.87,2.13
144,2018,Kharif,WBCIS,Himachal Pradesh,2,Solan,25,5261,5576,45,0.86,887.9,44.4,26.17,26.17,93.47,6.49,0.04,10.94,0.87,16.35,71.84,49.3,47.23,3.47,5,96.74,5621,86.98,96.53,99.2,0.8
145,2018,Kharif,PMFBY,Jammu And Kashmir,1,Doda,4,8186,7877,391,6.26,5033.23,100.66,79.27,79.27,96.34,3.62,0.04,1.46,0.33,39.39,58.82,2.49,94.56,2.95,16,259.2,8268,92.72,97.05,95.27,4.73
146,2018,Kharif,PMFBY,Jammu And Kashmir,1,Jammu,5,18375,18950,105,15.47,14721.87,294.44,517.99,517.99,95.04,4.92,0.04,8.06,2.23,1.94,87.77,34.13,34.34,31.53,20,1330.42,19055,90.12,68.47,99.45,0.55
147,2018,Kharif,PMFBY,Jammu And Kashmir,1,Kathua,7,18144,19930,2,14.63,13963.5,279.27,160.21,160.21,97.88,2.06,0.06,5.86,1.39,1.73,91.02,36.82,44.32,18.86,19,599.69,19932,95.82,81.14,99.99,0.01
148,2018,Kharif,PMFBY,Jammu And Kashmir,1,Kishtwar,620,2906,2334,618,2.12,1703.47,34.07,160.65,160.65,95.7,4.3,0.0,3.08,1.73,0.1,95.09,27.07,72.7,0.23,12,355.37,2952,91.4,99.77,79.07,20.93
149,2018,Kharif,PMFBY,Jammu And Kashmir,1,Punch,Unknown,4283,4366,0,3.1,2496.91,49.94,45.04,45.04,97.98,1.99,0.03,0.02,6.14,21.9,71.94,29.78,61.68,8.54,11,140.02,4366,95.99,91.46,100.0,0.0
150,2018,Kharif,PMFBY,Jammu And Kashmir,1,Rajouri,12,3849,3922,7,2.09,1676.98,33.54,34.5,34.5,97.48,2.52,0.0,3.74,14.18,2.32,79.76,42.0,53.5,4.5,20,102.54,3929,94.96,95.5,99.82,0.18
151,2018,Kharif,PMFBY,Jammu And Kashmir,1,Ramban,621,3503,3434,177,3.23,2648.37,52.97,40.3,40.3,97.31,2.6,0.09,1.94,1.58,36.58,59.9,4.68,95.29,0.03,11,133.57,3611,94.71,99.97,95.1,4.9
152,2018,Kharif,PMFBY,Jammu And Kashmir,1,Reasi,627,6751,6850,3,3.85,3082.89,61.66,48.51,48.51,96.22,3.71,0.07,2.48,8.39,8.16,80.97,3.37,86.84,9.79,12,158.68,6853,92.51,90.21,99.96,0.04
153,2018,Kharif,PMFBY,Jammu And Kashmir,1,Samba,624,7164,6196,1254,4.06,3879.22,77.58,220.6,220.6,93.26,6.71,0.03,10.31,1.46,2.15,86.08,22.15,66.58,11.27,9,518.78,7450,86.55,88.73,83.17,16.83
154,2018,Kharif,PMFBY,Jammu And Kashmir,1,Udhampur,14,11283,11409,2,8.7,7308.23,146.16,515.61,515.61,97.46,2.5,0.04,8.18,1.45,1.25,89.12,47.77,29.93,22.3,18,1177.38,11411,94.96,77.7,99.98,0.02
155,2018,Kharif,PMFBY,Jharkhand,20,Bokaro,322,48951,6269,51507,21.64,12459.78,0.0,787.67,1036.87,75.68,24.12,0.2,5.32,12.87,71.6,10.21,19.63,78.91,1.46,199,1824.54,57776,51.56,98.54,10.85,89.15
156,2018,Kharif,PMFBY,Jharkhand,20,Chatra,323,76704,10384,108344,53.56,32160.15,0.0,1129.45,1772.65,67.0,32.92,0.08,11.19,2.76,68.97,17.08,59.24,27.88,12.88,165,2902.1,118728,34.08,87.12,8.75,91.25
157,2018,Kharif,PMFBY,Jharkhand,20,Deoghar,324,70874,9396,65081,43.79,26975.05,0.0,1079.0,1618.49,80.33,19.58,0.09,7.03,6.15,59.18,27.64,12.94,83.45,3.61,204,2697.49,74477,60.75,96.39,12.62,87.38
158,2018,Kharif,PMFBY,Jharkhand,20,Dhanbad,325,23696,3873,23728,11.69,6456.3,0.0,272.91,402.04,80.99,18.9,0.11,4.5,5.62,70.04,19.84,4.5,93.54,1.96,229,674.95,27601,62.09,98.04,14.03,85.97
159,2018,Kharif,PMFBY,Jharkhand,20,Dumka,326,55246,7476,77014,24.22,12276.74,0.0,535.28,780.81,77.93,21.97,0.1,4.81,26.37,60.28,8.54,0.54,99.17,0.29,214,1316.09,84490,55.96,99.71,8.85,91.15
160,2018,Kharif,PMFBY,Jharkhand,20,Garhwa,328,42623,5162,50561,40.04,18983.01,0.0,1312.89,1692.55,78.5,21.44,0.06,12.72,10.04,54.51,22.73,2.13,87.36,10.51,204,3005.44,55723,57.06,89.49,9.26,90.74
161,2018,Kharif,PMFBY,Jharkhand,20,Giridih,329,49673,9595,64728,27.32,12656.55,0.0,601.96,855.09,70.36,29.53,0.11,4.98,4.35,76.46,14.21,3.0,95.86,1.14,353,1457.05,74323,40.83,98.86,12.91,87.09
162,2018,Kharif,PMFBY,Jharkhand,20,Godda,330,20192,4053,17352,8.38,4465.35,0.0,178.27,267.53,79.29,20.64,0.07,4.15,19.15,64.48,12.22,7.27,85.89,6.84,204,445.8,21405,58.65,93.16,18.93,81.07
163,2018,Kharif,PMFBY,Jharkhand,20,Gumla,331,44702,6801,48102,22.04,12090.58,0.0,271.49,513.3,69.12,30.87,0.01,4.5,60.72,25.51,9.27,2.12,97.58,0.3,167,784.79,54903,38.25,99.7,12.39,87.61
164,2018,Kharif,PMFBY,Jharkhand,20,Hazaribagh,332,48894,9823,48835,25.22,14716.11,0.0,558.99,836.11,75.22,24.63,0.15,5.04,2.34,81.32,11.3,40.43,55.91,3.66,254,1395.1,58658,50.59,96.34,16.75,83.25
165,2018,Kharif,PMFBY,Jharkhand,20,Jamtara,333,35331,5429,46338,21.55,11817.28,0.0,891.28,1127.62,86.67,13.26,0.07,5.92,16.98,62.13,14.97,1.1,98.63,0.27,124,2018.9,51767,73.41,99.73,10.49,89.51
166,2018,Kharif,PMFBY,Jharkhand,20,Khunti,606,34802,2933,40505,21.94,13750.89,0.0,787.8,1062.81,69.52,30.45,0.03,6.61,62.41,23.33,7.65,0.69,99.19,0.12,90,1850.61,43438,39.07,99.88,6.75,93.25
167,2018,Kharif,PMFBY,Jharkhand,20,Kodarma,Unknown,15432,2242,14376,6.77,3573.84,0.0,313.27,384.75,60.15,39.78,0.07,4.2,2.84,73.53,19.43,63.05,35.47,1.48,107,698.02,16618,20.37,98.52,13.49,86.51
168,2018,Kharif,PMFBY,Jharkhand,20,Latehar,335,24840,1582,28966,19.08,10679.17,0.0,1016.86,1230.44,69.39,30.53,0.08,5.46,30.88,43.44,20.22,2.98,95.41,1.61,121,2247.3,30548,38.86,98.39,5.18,94.82
169,2018,Kharif,PMFBY,Jharkhand,20,Lohardaga,336,21265,3498,29671,20.85,11824.16,0.0,599.3,835.79,75.49,24.48,0.03,4.9,60.82,26.64,7.64,1.5,98.36,0.14,73,1435.09,33169,51.01,99.86,10.55,89.45
170,2018,Kharif,PMFBY,Jharkhand,20,Pakur,337,41840,670,81021,14.0,7431.43,0.0,227.12,351.85,72.61,27.36,0.03,2.57,54.05,41.46,1.92,0.34,99.6,0.06,133,578.97,81691,45.25,99.94,0.82,99.18
171,2018,Kharif,PMFBY,Jharkhand,20,Palamu,338,64974,13227,66482,49.07,27303.69,0.0,2113.1,2659.17,79.11,20.86,0.03,8.71,5.34,33.68,52.27,5.82,91.92,2.26,293,4772.27,79709,58.25,97.74,16.59,83.41
172,2018,Kharif,PMFBY,Jharkhand,20,Pashchimi Singhbhum,Unknown,39689,7705,35960,24.13,14411.87,0.0,728.46,1016.7,75.73,24.24,0.03,3.4,71.6,22.8,2.2,2.62,96.43,0.95,225,1745.16,43665,51.49,99.05,17.65,82.35
173,2018,Kharif,PMFBY,Jharkhand,20,Purbi Singhbhum,Unknown,38278,4129,40811,24.95,14114.02,0.0,492.04,774.31,82.4,17.57,0.03,2.64,35.85,45.14,16.37,4.92,94.21,0.87,188,1266.35,44940,64.83,99.13,9.19,90.81
174,2018,Kharif,PMFBY,Jharkhand,20,Ramgarh,607,18325,2584,18878,11.49,6961.08,0.0,432.14,571.36,78.45,21.44,0.11,2.97,19.46,72.72,4.85,73.44,21.13,5.43,107,1003.5,21462,57.01,94.57,12.04,87.96
175,2018,Kharif,PMFBY,Jharkhand,20,Ranchi,339,77303,14022,74432,58.0,31268.39,0.0,1334.63,1960.0,75.2,24.75,0.05,4.22,42.69,43.67,9.42,5.87,93.68,0.45,294,3294.63,88454,50.45,99.55,15.85,84.15
176,2018,Kharif,PMFBY,Jharkhand,20,Sahibganj,Unknown,12210,3389,10614,8.94,4506.92,0.0,179.02,269.15,80.03,19.89,0.08,3.45,40.01,45.43,11.11,7.43,91.35,1.22,148,448.17,14003,60.14,98.78,24.2,75.8
177,2018,Kharif,PMFBY,Jharkhand,20,Saraikela-Kharsawan,Unknown,37102,5452,35028,19.0,10831.99,0.0,485.09,701.73,77.24,22.71,0.05,3.53,28.21,60.99,7.27,1.26,97.42,1.32,141,1186.82,40480,54.53,98.68,13.47,86.53
178,2018,Kharif,PMFBY,Jharkhand,20,Simdega,342,18964,3205,29439,10.86,5992.07,0.0,352.94,472.78,66.34,33.64,0.02,5.58,68.13,19.08,7.21,1.02,98.58,0.4,102,825.72,32644,32.7,99.6,9.82,90.18
179,2018,Kharif,PMFBY,Karnataka,29,Bagalkot,Unknown,168658,130389,38269,0.19,0.7,0.02,0.05,0.05,81.82,18.18,0.0,3.57,1.53,23.98,70.92,8.63,62.44,28.93,1080,0.12,168658,63.64,71.07,77.31,22.69
180,2018,Kharif,PMFBY,Karnataka,29,Ballari,528,26758,15209,11549,0.03,0.14,0.0,0.0,0.0,75.76,24.24,0.0,6.15,7.18,24.62,62.05,16.24,45.18,38.58,1055,0.01,26758,51.52,61.42,56.84,43.16
181,2018,Kharif,PMFBY,Karnataka,29,Belagavi,527,89719,4557,85162,0.1,0.39,0.01,0.04,0.04,90.4,9.6,0.0,1.55,0.0,23.71,74.74,8.63,42.13,49.24,1761,0.08,89719,80.8,50.76,5.08,94.92
182,2018,Kharif,PMFBY,Karnataka,29,Bengaluru Rural,526,3747,352,3395,0.0,0.01,0.0,0.0,0.0,82.83,17.17,0.0,7.07,3.03,27.27,62.63,35.35,57.58,7.07,195,0.0,3747,65.66,92.93,9.39,90.61
183,2018,Kharif,PMFBY,Karnataka,29,Bengaluru Urban,525,603,62,541,0.0,0.0,0.0,0.0,0.0,88.89,11.11,0.0,11.11,1.01,27.27,60.61,39.8,41.84,18.36,127,0.0,603,77.78,81.64,10.28,89.72
184,2018,Kharif,PMFBY,Karnataka,29,Bidar,529,208675,161047,47628,0.15,0.5,0.01,0.06,0.06,74.24,25.76,0.0,3.57,5.1,8.16,83.17,8.59,67.17,24.24,1059,0.14,208675,48.48,75.76,77.18,22.82
185,2018,Kharif,PMFBY,Karnataka,29,Chamarajnagar,Unknown,27495,2660,24835,0.02,0.05,0.0,0.01,0.01,80.81,19.19,0.0,9.18,3.57,25.51,61.74,44.44,41.41,14.15,509,0.02,27495,61.62,85.85,9.67,90.33
186,2018,Kharif,PMFBY,Karnataka,29,Chikkaballapur,Unknown,23631,801,22830,0.01,0.07,0.0,0.01,0.01,82.83,17.17,0.0,3.57,8.67,15.31,72.45,43.15,29.44,27.41,370,0.01,23631,65.66,72.59,3.39,96.61
187,2018,Kharif,PMFBY,Karnataka,29,Chikkamagaluru,532,9499,1852,7647,0.01,0.03,0.0,0.0,0.0,82.83,17.17,0.0,3.57,0.0,30.1,66.33,26.4,57.36,16.24,483,0.0,9499,65.66,83.76,19.5,80.5
188,2018,Kharif,PMFBY,Karnataka,29,Chitradurga,533,65898,12331,53567,0.1,0.38,0.01,0.03,0.03,74.24,25.76,0.0,6.09,11.17,20.81,61.93,15.66,54.04,30.3,803,0.06,65898,48.48,69.7,18.71,81.29
189,2018,Kharif,PMFBY,Karnataka,29,Dakshinakannada,534,352,350,2,0.0,0.0,0.0,0.0,0.0,78.79,21.21,0.0,0.0,3.06,23.47,73.47,23.23,48.48,28.29,398,0.0,352,57.58,71.71,99.43,0.57
190,2018,Kharif,PMFBY,Karnataka,29,Davangere,535,17480,7917,9563,0.02,0.08,0.0,0.0,0.0,80.81,19.19,0.0,3.61,4.64,9.79,81.96,17.86,48.47,33.67,454,0.01,17480,61.62,66.33,45.29,54.71
191,2018,Kharif,PMFBY,Karnataka,29,Dharwad,536,222000,21489,200511,0.25,0.96,0.02,0.07,0.07,86.36,13.64,0.0,0.51,1.02,13.71,84.76,11.22,36.73,52.05,603,0.15,222000,72.72,47.95,9.68,90.32
192,2018,Kharif,PMFBY,Karnataka,29,Gadag,537,285146,14881,270265,0.37,1.28,0.03,0.13,0.13,83.84,16.16,0.0,2.56,1.03,18.46,77.95,14.72,41.62,43.66,743,0.29,285146,67.68,56.34,5.22,94.78
193,2018,Kharif,PMFBY,Karnataka,29,Hasan,Unknown,51885,4600,47285,0.03,0.11,0.0,0.01,0.01,81.31,18.69,0.0,5.61,1.53,18.37,74.49,25.76,51.52,22.72,786,0.02,51885,62.62,77.28,8.87,91.13
194,2018,Kharif,PMFBY,Karnataka,29,Haveri,540,134518,21556,112962,0.14,0.61,0.02,0.05,0.05,89.9,10.1,0.0,2.04,2.04,14.29,81.63,15.82,54.08,30.1,793,0.11,134518,79.8,69.9,16.02,83.98
195,2018,Kharif,PMFBY,Karnataka,29,Kalaburgi,Unknown,61957,56218,5739,0.06,0.23,0.0,0.02,0.02,77.78,22.22,0.0,7.61,0.0,24.37,68.02,18.78,46.7,34.52,1592,0.04,61957,55.56,65.48,90.74,9.26
196,2018,Kharif,PMFBY,Karnataka,29,Kodagu,541,1039,1011,28,0.0,0.0,0.0,0.0,0.0,84.85,15.15,0.0,2.06,0.0,8.25,89.69,18.18,67.68,14.14,108,0.0,1039,69.7,85.86,97.31,2.69
197,2018,Kharif,PMFBY,Karnataka,29,Kolar,542,19729,783,18946,0.01,0.04,0.0,0.0,0.0,82.83,17.17,0.0,5.61,1.02,11.22,82.15,27.92,30.46,41.62,472,0.01,19729,65.66,58.38,3.97,96.03
198,2018,Kharif,PMFBY,Karnataka,29,Koppal,543,142495,18575,123920,0.18,0.66,0.01,0.06,0.06,78.79,21.21,0.0,3.08,3.08,23.59,70.25,10.66,46.7,42.64,794,0.14,142495,57.58,57.36,13.04,86.96
199,2018,Kharif,PMFBY,Karnataka,29,Mandya,544,30169,625,29544,0.01,0.04,0.0,0.0,0.0,76.26,23.74,0.0,1.02,0.0,16.33,82.65,15.31,71.43,13.26,763,0.01,30169,52.52,86.74,2.07,97.93
200,2018,Kharif,PMFBY,Karnataka,29,Mysuru,545,2720,642,2078,0.0,0.01,0.0,0.0,0.0,78.79,21.21,0.0,4.57,1.52,49.24,44.67,22.22,56.57,21.21,911,0.0,2720,57.58,78.79,23.6,76.4
201,2018,Kharif,PMFBY,Karnataka,29,Raichur,546,114596,28073,86523,0.15,0.63,0.02,0.04,0.04,76.77,23.23,0.0,8.12,9.14,41.62,41.12,14.72,60.41,24.87,1063,0.09,114596,53.54,75.13,24.5,75.5
202,2018,Kharif,PMFBY,Karnataka,29,Ramanagara,631,1682,115,1567,0.0,0.0,0.0,0.0,0.0,80.81,19.19,0.0,5.1,2.04,19.39,73.47,39.8,53.06,7.14,340,0.0,1682,61.62,92.86,6.84,93.16
203,2018,Kharif,PMFBY,Karnataka,29,Shivamogga,547,22097,12148,9949,0.01,0.1,0.0,0.0,0.0,82.32,17.68,0.0,6.67,0.51,8.21,84.61,23.86,51.78,24.36,647,0.01,22097,64.64,75.64,54.98,45.02
204,2018,Kharif,PMFBY,Karnataka,29,Tumakuru,548,91769,17680,74089,0.07,0.28,0.01,0.03,0.03,79.8,20.2,0.0,7.18,6.15,18.46,68.21,28.28,59.09,12.63,760,0.07,91769,59.6,87.37,19.27,80.73
205,2018,Kharif,PMFBY,Karnataka,29,Udupi,549,4172,4160,12,0.0,0.0,0.0,0.0,0.0,57.58,42.42,0.0,0.0,0.0,6.12,93.88,3.06,90.82,6.12,254,0.0,4172,15.16,93.88,99.71,0.29
206,2018,Kharif,PMFBY,Karnataka,29,Uttarkannada,Unknown,90733,90426,307,0.04,0.21,0.0,0.02,0.02,87.37,12.63,0.0,1.02,1.02,6.6,91.36,10.1,82.83,7.07,318,0.04,90733,74.74,92.93,99.66,0.34
207,2018,Kharif,PMFBY,Karnataka,29,Vijayapura,530,162353,11352,151001,0.26,0.95,0.02,0.08,0.08,83.84,16.16,0.0,5.1,0.0,28.57,66.33,11.73,48.47,39.8,1261,0.17,162353,67.68,60.2,6.99,93.01
208,2018,Kharif,PMFBY,Karnataka,29,Yadgiri,Unknown,29780,21558,8222,0.03,0.16,0.0,0.01,0.01,84.85,15.15,0.0,4.59,4.59,21.94,68.88,7.11,27.92,64.97,639,0.02,29780,69.7,35.03,72.39,27.61
209,2018,Kharif,WBCIS,Karnataka,29,Bagalkot,Unknown,2048,1187,861,0.0,0.04,0.0,0.0,0.0,87.37,12.63,0.0,1.52,0.51,36.04,61.93,11.62,57.07,31.31,440,0.01,2048,74.74,68.69,57.96,42.04
210,2018,Kharif,WBCIS,Karnataka,29,Ballari,528,594,567,27,0.0,0.01,0.0,0.0,0.0,90.45,9.55,0.0,4.52,56.28,12.56,26.64,4.04,9.09,86.87,367,0.0,594,80.9,13.13,95.45,4.55
211,2018,Kharif,WBCIS,Karnataka,29,Belagavi,527,4224,1632,2592,0.0,0.08,0.0,0.01,0.01,90.4,9.6,0.0,0.51,0.0,19.29,80.2,10.71,40.31,48.98,752,0.02,4224,80.8,51.02,38.64,61.36
212,2018,Kharif,WBCIS,Karnataka,29,Bengaluru Rural,526,327,179,148,0.0,0.0,0.0,0.0,0.0,83.84,16.16,0.0,3.09,4.12,43.3,49.49,34.69,40.82,24.49,176,0.0,327,67.68,75.51,54.74,45.26
213,2018,Kharif,WBCIS,Karnataka,29,Bengaluru Urban,525,76,37,39,0.0,0.0,0.0,0.0,0.0,86.87,13.13,0.0,0.0,0.0,21.21,78.79,25.51,59.18,15.31,130,0.0,76,73.74,84.69,48.68,51.32
214,2018,Kharif,WBCIS,Karnataka,29,Bidar,529,294,14,280,0.0,0.0,0.0,0.0,0.0,89.95,10.05,0.0,3.05,5.08,10.66,81.21,4.04,36.87,59.09,430,0.0,294,79.9,40.91,4.76,95.24
215,2018,Kharif,WBCIS,Karnataka,29,Chamarajnagar,Unknown,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
216,2018,Kharif,WBCIS,Karnataka,29,Chikkaballapur,Unknown,401,213,188,0.0,0.01,0.0,0.0,0.0,83.84,16.16,0.0,2.02,0.0,13.13,84.85,35.71,36.73,27.56,93,0.0,401,67.68,72.44,53.12,46.88
217,2018,Kharif,WBCIS,Karnataka,29,Chikkamagaluru,532,16850,16083,767,0.01,0.1,0.0,0.01,0.01,91.96,8.04,0.0,0.5,0.0,9.05,90.45,18.09,19.1,62.81,605,0.03,16850,83.92,37.19,95.45,4.55
218,2018,Kharif,WBCIS,Karnataka,29,Chitradurga,533,2587,2383,204,0.0,0.03,0.0,0.01,0.01,81.82,18.18,0.0,4.08,3.06,13.27,79.59,21.43,43.88,34.69,425,0.01,2587,63.64,65.31,92.11,7.89
219,2018,Kharif,WBCIS,Karnataka,29,Dakshinakannada,534,14979,14781,198,0.0,0.06,0.0,0.01,0.01,80.81,19.19,0.0,0.0,2.04,23.47,74.49,36.73,50.0,13.27,477,0.02,14979,61.62,86.73,98.68,1.32
220,2018,Kharif,WBCIS,Karnataka,29,Davangere,535,7643,7292,351,0.01,0.08,0.0,0.01,0.01,67.34,32.66,0.0,1.01,0.51,3.54,94.94,11.11,45.96,42.93,393,0.02,7643,34.68,57.07,95.41,4.59
221,2018,Kharif,WBCIS,Karnataka,29,Dharwad,536,6403,100,6303,0.01,0.05,0.0,0.01,0.01,90.4,9.6,0.0,1.02,1.02,10.71,87.25,12.69,48.73,38.58,156,0.01,6403,80.8,61.42,1.56,98.44
222,2018,Kharif,WBCIS,Karnataka,29,Gadag,537,75,1,74,0.0,0.0,0.0,0.0,0.0,92.93,7.07,0.0,2.54,1.52,11.17,84.77,20.2,37.88,41.92,102,0.0,75,85.86,58.08,1.33,98.67
223,2018,Kharif,WBCIS,Karnataka,29,Hasan,Unknown,8430,6880,1550,0.01,0.04,0.0,0.01,0.01,84.85,15.15,0.0,1.01,0.0,28.28,70.71,24.49,35.71,39.8,121,0.02,8430,69.7,60.2,81.61,18.39
224,2018,Kharif,WBCIS,Karnataka,29,Haveri,540,4683,540,4143,0.0,0.04,0.0,0.0,0.0,90.91,9.09,0.0,1.54,1.03,12.31,85.12,19.29,43.15,37.56,357,0.01,4683,81.82,62.44,11.53,88.47
